	x	y	z	#SampleID	ANONYMIZED_NAME	COLLECTION_TIMESTAMP	DEPTH	DESCRIPTION	ELEVATION	ENV_BIOME	ENV_FEATURE	ENV_MATERIAL	ENV_package	LATITUDE	LONGITUDE	Scientific_name	TAXON_ID	TITLE	cell_width	cell_width_units	cheese type	cheese_name	corrected_genomics_barcode	corrected_metabolomics_barcode	date_collected	genomics_barcode	grid_position	metabolomics_barcode	pH	plate_name	radius	recorded_genomics_barcode	recorded_metabolomics_barcode	sample_name	source	well_position
bonde.H2	259.224	62.80977778	0	181	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55644	H2	55645	7.26	Bonde_1	10	55644	55645	Not applicable	Whole Foods	H2
bonde.I2	287.656	62.56077778	0	182	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55646	I2	55647	7.06	Bonde_2	10	55646	55647	Not applicable	Whole Foods	B5
bonde.A3	60.2	91.79555556	0	183	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55648	A3	55649	6.79	Bonde_1	10	55648	55649	Not applicable	Whole Foods	A3
bonde.B3	88.632	91.54655556	0	184	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55650	B3	55651	7.02	Bonde_1	10	55650	55651	Not applicable	Whole Foods	B3
bonde.C3	117.064	91.29755556	0	185	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55652	C3	55653	6.56	Bonde_1	10	55652	55653	Not applicable	Whole Foods	C3
bonde.D3	145.496	91.04855556	0	186	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55654	D3	55655	6.49	Bonde_1	10	55654	55655	Not applicable	Whole Foods	D3
bonde.E3	173.928	90.79955556	0	187	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55656	E3	55657	6.41	Bonde_1	10	55656	55657	Not applicable	Whole Foods	E3
bonde.F3	202.36	90.55055556	0	188	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55658	F3	55659	6.5	Bonde_1	10	55658	55659	Not applicable	Whole Foods	F3
bonde.G3	230.792	90.30155556	0	189	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55660	G3	55661	6.61	Bonde_1	10	55660	55661	Not applicable	Whole Foods	G3
bonde.H3	259.224	90.05255556	0	190	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55662	H3	55663	6.95	Bonde_1	10	55662	55663	Not applicable	Whole Foods	H3
bonde.I3	287.656	89.80355556	0	191	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55664	I3	55665	7.04	Bonde_2	10	55664	55665	Not applicable	Whole Foods	C5
bonde.A4	60.2	119.0383333	0	192	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55666	A4	55667	6.92	Bonde_1	10	55666	55667	Not applicable	Whole Foods	A4
bonde.B4	88.632	118.7893333	0	193	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55668	B4	55669	6.54	Bonde_1	10	55668	55669	Not applicable	Whole Foods	B4
bonde.C4	117.064	118.5403333	0	194	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55670	C4	55672	6.23	Bonde_1	10	55670	55672	Not applicable	Whole Foods	C4
bonde.D4	145.496	118.2913333	0	195	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55671	D4	55673	5.85	Bonde_1	10	55671	55673	Not applicable	Whole Foods	D4
bonde.E4	173.928	118.0423333	0	196	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55674	E4	55675	5.75	Bonde_1	10	55674	55675	Not applicable	Whole Foods	E4
bonde.F4	202.36	117.7933333	0	197	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55676	F4	55677	5.84	Bonde_1	10	55676	55677	Not applicable	Whole Foods	F4
bonde.G4	230.792	117.5443333	0	198	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55678	G4	55679	6.39	Bonde_1	10	55678	55679	Not applicable	Whole Foods	G4
bonde.H4	259.224	117.2953333	0	199	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55680	H4	55681	6.79	Bonde_1	10	55680	55681	Not applicable	Whole Foods	H4
bonde.I4	287.656	117.0463333	0	200	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55682	I4	55683	6.98	Bonde_2	10	55682	55683	Not applicable	Whole Foods	D5
bonde.A5	60.2	146.2811111	0	201	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55684	A5	55685	6.71	Bonde_1	10	55684	55685	Not applicable	Whole Foods	A5
bonde.B5	88.632	146.0321111	0	202	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55686	B5	55687	6.43	Bonde_1	10	55686	55687	Not applicable	Whole Foods	B5
bonde.C5	117.064	145.7831111	0	203	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55688	C5	55689	5.79	Bonde_1	10	55688	55689	Not applicable	Whole Foods	C5
bonde.D5	145.496	145.5341111	0	204	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55690	D5	55691	5.41	Bonde_1	10	55690	55691	Not applicable	Whole Foods	D5
bonde.E5	173.928	145.2851111	0	205	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55692	E5	55693	5.45	Bonde_1	10	55692	55693	Not applicable	Whole Foods	E5
bonde.F5	202.36	145.0361111	0	206	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55694	F5	55695	5.43	Bonde_1	10	55694	55695	Not applicable	Whole Foods	F5
bonde.G5	230.792	144.7871111	0	207	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55696	G5	55697	5.68	Bonde_1	10	55696	55697	Not applicable	Whole Foods	G5
bonde.H5	259.224	144.5381111	0	208	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55698	H5	55699	6.39	Bonde_1	10	55698	55699	Not applicable	Whole Foods	H5
bonde.I5	287.656	144.2891111	0	209	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55700	I5	55701	6.65	Bonde_2	10	55700	55701	Not applicable	Whole Foods	E5
bonde.A6	60.2	173.5238889	0	210	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55702	A6	55703	6.79	Bonde_1	10	55702	55703	Not applicable	Whole Foods	A6
bonde.B6	88.632	173.2748889	0	211	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55704	B6	55705	6.33	Bonde_1	10	55704	55705	Not applicable	Whole Foods	B6
bonde.C6	117.064	173.0258889	0	212	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55706	C6	55707	5.65	Bonde_1	10	55706	55707	Not applicable	Whole Foods	C6
bonde.D6	145.496	172.7768889	0	213	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55708	D6	55709	5.34	Bonde_1	10	55708	55709	Not applicable	Whole Foods	D6
bonde.E6	173.928	172.5278889	0	214	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55710	E6	55711	5.19	Bonde_1	10	55710	55711	Not applicable	Whole Foods	E6
bonde.F6	202.36	172.2788889	0	215	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55712	F6	55713	5.2	Bonde_1	10	55712	55713	Not applicable	Whole Foods	F6
bonde.G6	230.792	172.0298889	0	216	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55714	G6	55715	5.81	Bonde_1	10	55714	55715	Not applicable	Whole Foods	G6
bonde.H6	259.224	171.7808889	0	217	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55716	H6	55717	6.62	Bonde_1	10	55716	55717	Not applicable	Whole Foods	H6
bonde.I6	287.656	171.5318889	0	218	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55718	I6	55719	6.88	Bonde_2	10	55718	55719	Not applicable	Whole Foods	F5
bonde.A7	60.2	200.7666667	0	219	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55720	A7	55721	6.71	Bonde_1	10	55720	55721	Not applicable	Whole Foods	A7
bonde.B7	88.632	200.5176667	0	220	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55722	B7	55723	6.01	Bonde_1	10	55722	55723	Not applicable	Whole Foods	B7
bonde.C7	117.064	200.2686667	0	221	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55724	C7	55725	5.45	Bonde_1	10	55724	55725	Not applicable	Whole Foods	C7
bonde.D7	145.496	200.0196667	0	222	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55726	D7	55727	5.19	Bonde_1	10	55726	55727	Not applicable	Whole Foods	D7
bonde.E7	173.928	199.7706667	0	223	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55728	E7	55729	5.04	Bonde_1	10	55728	55729	Not applicable	Whole Foods	E7
bonde.F7	202.36	199.5216667	0	224	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55730	F7	55731	5.17	Bonde_1	10	55730	55731	Not applicable	Whole Foods	F7
bonde.G7	230.792	199.2726667	0	225	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55732	G7	55733	5.47	Bonde_1	10	55732	55733	Not applicable	Whole Foods	G7
bonde.H7	259.224	199.0236667	0	226	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55734	H7	55735	6.7	Bonde_1	10	55734	55735	Not applicable	Whole Foods	H7
bonde.I7	287.656	198.7746667	0	227	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55736	I7	55737	6.69	Bonde_2	10	55736	55737	Not applicable	Whole Foods	G5
bonde.A8	60.2	228.0094444	0	228	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55738	A8	55739	6.63	Bonde_1	10	55738	55739	Not applicable	Whole Foods	A8
bonde.B8	88.632	227.7604444	0	229	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55740	B8	55741	6.17	Bonde_1	10	55740	55741	Not applicable	Whole Foods	B8
bonde.C8	117.064	227.5114444	0	230	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55742	C8	55743	5.62	Bonde_1	10	55742	55743	Not applicable	Whole Foods	C8
bonde.D8	145.496	227.2624444	0	231	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55744	D8	55745	5.1	Bonde_1	10	55744	55745	Not applicable	Whole Foods	D8
bonde.E8	173.928	227.0134444	0	232	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55746	E8	55747	4.98	Bonde_1	10	55746	55747	Not applicable	Whole Foods	E8
bonde.F8	202.36	226.7644444	0	233	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55748	F8	55749	5.04	Bonde_1	10	55748	55749	Not applicable	Whole Foods	F8
bonde.G8	230.792	226.5154444	0	234	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55750	G8	55751	5.46	Bonde_1	10	55750	55751	Not applicable	Whole Foods	G8
bonde.H8	259.224	226.2664444	0	235	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55752	H8	55753	6.63	Bonde_1	10	55752	55753	Not applicable	Whole Foods	H8
bonde.I8	287.656	226.0174444	0	236	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55754	I8	55755	Not applicable	Bonde_2	10	55754	55755	Not applicable	Whole Foods	H5
bonde.A9	60.2	255.2522222	0	237	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55756	A9	55757	6.75	Bonde_1	10	55756	55757	Not applicable	Whole Foods	A9
bonde.B9	88.632	255.0032222	0	238	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55758	B9	55759	6.54	Bonde_1	10	55758	55759	Not applicable	Whole Foods	B9
bonde.C9	117.064	254.7542222	0	239	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55760	C9	55761	5.38	Bonde_1	10	55760	55761	Not applicable	Whole Foods	C9
bonde.D9	145.496	254.5052222	0	240	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55762	D9	55763	4.99	Bonde_1	10	55762	55763	Not applicable	Whole Foods	D9
bonde.E9	173.928	254.2562222	0	241	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55764	E9	55765	5.05	Bonde_1	10	55764	55765	Not applicable	Whole Foods	E9
bonde.F9	202.36	254.0072222	0	242	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55766	F9	55767	5.22	Bonde_1	10	55766	55767	Not applicable	Whole Foods	F9
bonde.G9	230.792	253.7582222	0	243	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55768	G9	55769	5.48	Bonde_1	10	55768	55769	Not applicable	Whole Foods	G9
bonde.H9	259.224	253.5092222	0	244	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55770	H9	55771	6.64	Bonde_1	10	55770	55771	Not applicable	Whole Foods	H9
bonde.I9	287.656	253.2602222	0	245	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55772	I9	55773	6.62	Bonde_2	10	55772	55773	Not applicable	Whole Foods	A6
